mouse_symbol,mouse_ensembl,human_ensembl,orthology_type
Smurf2,ENSMUSG00000018363,ENSG00000108854,ortholog_one2one
Layn,ENSMUSG00000060594,ENSG00000204381,ortholog_one2one
Syn3,ENSMUSG00000059602,ENSG00000185666,ortholog_one2one
Ccr4,ENSMUSG00000047898,ENSG00000183813,ortholog_one2one
Slc22a2,ENSMUSG00000040966,ENSG00000112499,ortholog_one2one
Spata19,ENSMUSG00000031991,ENSG00000166118,ortholog_one2one
Nt5dc1,ENSMUSG00000039480,ENSG00000178425,ortholog_one2one
Erich4,ENSMUSG00000074261,ENSG00000204978,ortholog_one2one
Tmem245,ENSMUSG00000055296,ENSG00000106771,ortholog_one2one
Spty2d1,ENSMUSG00000049516,ENSG00000179119,ortholog_one2one
Ubl5,ENSMUSG00000084786,ENSG00000198258,ortholog_one2one
Ppp1r14a,ENSMUSG00000037166,ENSG00000167641,ortholog_one2one
Phf1,ENSMUSG00000024193,ENSG00000112511,ortholog_one2one
Atn1,ENSMUSG00000004263,ENSG00000111676,ortholog_one2one
Itgal,ENSMUSG00000030830,ENSG00000005844,ortholog_one2one
Inca1,ENSMUSG00000057054,ENSG00000196388,ortholog_one2one
Adcyap1r1,ENSMUSG00000029778,ENSG00000078549,ortholog_one2one
L1td1,ENSMUSG00000087166,ENSG00000240563,ortholog_one2one
Stoml2,ENSMUSG00000028455,ENSG00000165283,ortholog_one2one
Tmem217,ENSMUSG00000079580,ENSG00000172738,ortholog_one2one
Pkmyt1,ENSMUSG00000023908,ENSG00000127564,ortholog_one2one
Cbl,ENSMUSG00000034342,ENSG00000110395,ortholog_one2one
Pycr1,ENSMUSG00000025140,ENSG00000183010,ortholog_one2one
Fbxl16,ENSMUSG00000025738,ENSG00000127585,ortholog_one2one
Sergef,ENSMUSG00000030839,ENSG00000129158,ortholog_one2one
Chst11,ENSMUSG00000034612,ENSG00000171310,ortholog_one2one
Dnajc12,ENSMUSG00000036764,ENSG00000108176,ortholog_one2one
Cul3,ENSMUSG00000004364,ENSG00000036257,ortholog_one2one
Cfap418,ENSMUSG00000059482,ENSG00000156172,ortholog_one2one
Lin7a,ENSMUSG00000019906,ENSG00000111052,ortholog_one2one
Golga4,ENSMUSG00000038708,ENSG00000144674,ortholog_one2one
Pja2,ENSMUSG00000024083,ENSG00000198961,ortholog_one2one
Pglyrp4,ENSMUSG00000042250,ENSG00000163218,ortholog_one2one
Msrb3,ENSMUSG00000051236,ENSG00000174099,ortholog_one2one
Lrrc69,ENSMUSG00000023151,ENSG00000214954,ortholog_one2one
Lsm12,ENSMUSG00000020922,ENSG00000161654,ortholog_one2one
Pde5a,ENSMUSG00000053965,ENSG00000138735,ortholog_one2one
Chd3,ENSMUSG00000018474,ENSG00000170004,ortholog_one2one
Gna11,ENSMUSG00000034781,ENSG00000088256,ortholog_one2one
Nherf2,ENSMUSG00000002504,ENSG00000065054,ortholog_one2one
Snx16,ENSMUSG00000027534,ENSG00000104497,ortholog_one2one
Tgfa,ENSMUSG00000029999,ENSG00000163235,ortholog_one2one
Sulf1,ENSMUSG00000016918,ENSG00000137573,ortholog_one2one
L3mbtl3,ENSMUSG00000039089,ENSG00000198945,ortholog_one2one
Ahcyl2,ENSMUSG00000029772,ENSG00000158467,ortholog_one2one
Cnn3,ENSMUSG00000053931,ENSG00000117519,ortholog_one2one
Luc7l,ENSMUSG00000024188,ENSG00000007392,ortholog_one2one
Gpi1,ENSMUSG00000036427,ENSG00000105220,ortholog_one2one
Sdf4,ENSMUSG00000029076,ENSG00000078808,ortholog_one2one
Kdm4d,ENSMUSG00000053914,ENSG00000186280,ortholog_one2one
Exosc9,ENSMUSG00000027714,ENSG00000123737,ortholog_one2one
Atp1b3,ENSMUSG00000032412,ENSG00000069849,ortholog_one2one
Ssh1,ENSMUSG00000042121,ENSG00000084112,ortholog_one2one
Ypel5,ENSMUSG00000039770,ENSG00000119801,ortholog_one2one
Fdxacb1,ENSMUSG00000037845,ENSG00000255561,ortholog_one2one
Scml4,ENSMUSG00000044770,ENSG00000146285,ortholog_one2one
Hand1,ENSMUSG00000037335,ENSG00000113196,ortholog_one2one
Zc3h12c,ENSMUSG00000035164,ENSG00000149289,ortholog_one2one
Ncapd3,ENSMUSG00000035024,ENSG00000151503,ortholog_one2one
Zranb2,ENSMUSG00000028180,ENSG00000132485,ortholog_one2one
Rab5a,ENSMUSG00000017831,ENSG00000144566,ortholog_one2one
Usp24,ENSMUSG00000028514,ENSG00000162402,ortholog_one2one
Nme1,ENSMUSG00000037601,ENSG00000239672,ortholog_one2one
Scarb2,ENSMUSG00000029426,ENSG00000138760,ortholog_one2one
Zdhhc17,ENSMUSG00000035798,ENSG00000186908,ortholog_one2one
Abcg8,ENSMUSG00000024254,ENSG00000143921,ortholog_one2one
Mapkapk5,ENSMUSG00000029454,ENSG00000089022,ortholog_one2one
Fkbp10,ENSMUSG00000001555,ENSG00000141756,ortholog_one2one
Cfap221,ENSMUSG00000036962,ENSG00000163075,ortholog_one2one
Kcnip3,ENSMUSG00000079056,ENSG00000115041,ortholog_one2one
Bnip1,ENSMUSG00000024191,ENSG00000113734,ortholog_one2one
Atg4b,ENSMUSG00000026280,ENSG00000168397,ortholog_one2one
Bcas1,ENSMUSG00000013523,ENSG00000064787,ortholog_one2one
Rad51c,ENSMUSG00000007646,ENSG00000108384,ortholog_one2one
Mgat4c,ENSMUSG00000019888,ENSG00000182050,ortholog_one2one
Cyp39a1,ENSMUSG00000023963,ENSG00000146233,ortholog_one2one
Grpel1,ENSMUSG00000029198,ENSG00000109519,ortholog_one2one
Rps18,ENSMUSG00000008668,ENSG00000231500,ortholog_one2one
Cacna2d4,ENSMUSG00000041460,ENSG00000151062,ortholog_one2one
Lzts3,ENSMUSG00000037703,ENSG00000088899,ortholog_one2one
Tmem64,ENSMUSG00000043252,ENSG00000180694,ortholog_one2one
Pms2,ENSMUSG00000079109,ENSG00000122512,ortholog_one2one
4930524B15Rik,ENSMUSG00000020299,ENSG00000185056,ortholog_one2one
Arhgef10l,ENSMUSG00000040964,ENSG00000074964,ortholog_one2one
Mtln,ENSMUSG00000051319,ENSG00000175701,ortholog_one2one
Catsperd,ENSMUSG00000040828,ENSG00000174898,ortholog_one2one
Mertk,ENSMUSG00000014361,ENSG00000153208,ortholog_one2one
Ascl1,ENSMUSG00000020052,ENSG00000139352,ortholog_one2one
Helz,ENSMUSG00000020721,ENSG00000198265,ortholog_one2one
2310011J03Rik,ENSMUSG00000020133,ENSG00000119559,ortholog_one2one
Nek11,ENSMUSG00000035032,ENSG00000114670,ortholog_one2one
Hace1,ENSMUSG00000038822,ENSG00000085382,ortholog_one2one
Trim40,ENSMUSG00000073399,ENSG00000204614,ortholog_one2one
Inha,ENSMUSG00000032968,ENSG00000123999,ortholog_one2one
Trip12,ENSMUSG00000026219,ENSG00000153827,ortholog_one2one
Nme4,ENSMUSG00000024177,ENSG00000103202,ortholog_one2one
Cyp11a1,ENSMUSG00000032323,ENSG00000140459,ortholog_one2one
Mrpl51,ENSMUSG00000030335,ENSG00000111639,ortholog_one2one
Plcl2,ENSMUSG00000038910,ENSG00000154822,ortholog_one2one
Clstn3,ENSMUSG00000008153,ENSG00000139182,ortholog_one2one
Car13,ENSMUSG00000027555,ENSG00000185015,ortholog_one2one
Prkd3,ENSMUSG00000024070,ENSG00000115825,ortholog_one2one
Mrpl24,ENSMUSG00000019710,ENSG00000143314,ortholog_one2one
Bub1,ENSMUSG00000027379,ENSG00000169679,ortholog_one2one
Mcoln2,ENSMUSG00000011008,ENSG00000153898,ortholog_one2one
Rasgrf1,ENSMUSG00000032356,ENSG00000058335,ortholog_one2one
Vat1,ENSMUSG00000034993,ENSG00000108828,ortholog_one2one
Henmt1,ENSMUSG00000045662,ENSG00000162639,ortholog_one2one
Gabbr1,ENSMUSG00000024462,ENSG00000204681,ortholog_one2one
Nrip2,ENSMUSG00000001520,ENSG00000053702,ortholog_one2one
Ttll7,ENSMUSG00000036745,ENSG00000137941,ortholog_one2one
Hnrnpd,ENSMUSG00000000568,ENSG00000138668,ortholog_one2one
Matcap1,ENSMUSG00000014837,ENSG00000196123,ortholog_one2one
Aatk,ENSMUSG00000025375,ENSG00000181409,ortholog_one2one
Rhno1,ENSMUSG00000048668,ENSG00000171792,ortholog_one2one
Lcn6,ENSMUSG00000045684,ENSG00000267206,ortholog_one2one
Emx1,ENSMUSG00000033726,ENSG00000135638,ortholog_one2one
D630045J12Rik,ENSMUSG00000063455,ENSG00000122778,ortholog_one2one
Fgfr1,ENSMUSG00000031565,ENSG00000077782,ortholog_one2one
Gm15517,ENSMUSG00000087376,ENSG00000261341,ortholog_one2one
Mboat7,ENSMUSG00000035596,ENSG00000125505,ortholog_one2one
Icam5,ENSMUSG00000032174,ENSG00000105376,ortholog_one2one
Rsph1,ENSMUSG00000024033,ENSG00000160188,ortholog_one2one
Ttf2,ENSMUSG00000033222,ENSG00000116830,ortholog_one2one
Mat2a,ENSMUSG00000053907,ENSG00000168906,ortholog_one2one
Gpsm1,ENSMUSG00000026930,ENSG00000160360,ortholog_one2one
Cnih1,ENSMUSG00000015759,ENSG00000100528,ortholog_one2one
Vill,ENSMUSG00000038775,ENSG00000136059,ortholog_one2one
Fsd1,ENSMUSG00000011589,ENSG00000105255,ortholog_one2one
Fitm1,ENSMUSG00000022215,ENSG00000139914,ortholog_one2one
Scube2,ENSMUSG00000007279,ENSG00000175356,ortholog_one2one
Ppp1r3e,ENSMUSG00000072494,ENSG00000235194,ortholog_one2one
Nfatc4,ENSMUSG00000023411,ENSG00000100968,ortholog_one2one
Clec12a,ENSMUSG00000053063,ENSG00000172322,ortholog_one2one
Ptpn22,ENSMUSG00000027843,ENSG00000134242,ortholog_one2one
Cnbp,ENSMUSG00000030057,ENSG00000169714,ortholog_one2one
Zfp488,ENSMUSG00000044519,ENSG00000265763,ortholog_one2one
Bltp1,ENSMUSG00000037270,ENSG00000138688,ortholog_one2one
Rab11b,ENSMUSG00000077450,ENSG00000185236,ortholog_one2one
Tnnt1,ENSMUSG00000064179,ENSG00000105048,ortholog_one2one
Ccl24,ENSMUSG00000004814,ENSG00000106178,ortholog_one2one
Zbed5,ENSMUSG00000034173,ENSG00000232040,ortholog_one2one
Nabp1,ENSMUSG00000026107,ENSG00000173559,ortholog_one2one
Serp2,ENSMUSG00000052584,ENSG00000151778,ortholog_one2one
Bmpr1a,ENSMUSG00000021796,ENSG00000107779,ortholog_one2one
Il1rl2,ENSMUSG00000070942,ENSG00000115598,ortholog_one2one
Mcm9,ENSMUSG00000058298,ENSG00000111877,ortholog_one2one
Il10ra,ENSMUSG00000032089,ENSG00000110324,ortholog_one2one
Ubtd2,ENSMUSG00000044949,ENSG00000168246,ortholog_one2one
C1ql1,ENSMUSG00000045532,ENSG00000131094,ortholog_one2one
Snx9,ENSMUSG00000002365,ENSG00000130340,ortholog_one2one
Fgf18,ENSMUSG00000057967,ENSG00000156427,ortholog_one2one
Pdc,ENSMUSG00000006007,ENSG00000116703,ortholog_one2one
Krt39,ENSMUSG00000064165,ENSG00000196859,ortholog_one2one
Slc4a11,ENSMUSG00000074796,ENSG00000088836,ortholog_one2one
Vwc2l,ENSMUSG00000045648,ENSG00000174453,ortholog_one2one
Ip6k1,ENSMUSG00000032594,ENSG00000176095,ortholog_one2one
9330159F19Rik,ENSMUSG00000004360,ENSG00000189367,ortholog_one2one
Gtf2i,ENSMUSG00000060261,ENSG00000263001,ortholog_one2one
Atxn7l3,ENSMUSG00000059995,ENSG00000087152,ortholog_one2one
Idh1,ENSMUSG00000025950,ENSG00000138413,ortholog_one2one
Wnt2,ENSMUSG00000010797,ENSG00000105989,ortholog_one2one
Calhm6,ENSMUSG00000046031,ENSG00000188820,ortholog_one2one
Slmap,ENSMUSG00000021870,ENSG00000163681,ortholog_one2one
Styk1,ENSMUSG00000032899,ENSG00000060140,ortholog_one2one
Ppfia2,ENSMUSG00000053825,ENSG00000139220,ortholog_one2one
Ly6g6f,ENSMUSG00000034923,ENSG00000204424,ortholog_one2one
Prdm12,ENSMUSG00000079466,ENSG00000130711,ortholog_one2one
Lsm10,ENSMUSG00000050188,ENSG00000181817,ortholog_one2one
Dnajc8,ENSMUSG00000054405,ENSG00000126698,ortholog_one2one
Cenpq,ENSMUSG00000023919,ENSG00000031691,ortholog_one2one
Cat,ENSMUSG00000027187,ENSG00000121691,ortholog_one2one
Clec4a1,ENSMUSG00000049037,ENSG00000111729,ortholog_one2one
Zw10,ENSMUSG00000032264,ENSG00000086827,ortholog_one2one
1700029H14Rik,ENSMUSG00000031452,ENSG00000283199,ortholog_one2one
Fbxo27,ENSMUSG00000037463,ENSG00000161243,ortholog_one2one
Cct7,ENSMUSG00000030007,ENSG00000135624,ortholog_one2one
Cul7,ENSMUSG00000038545,ENSG00000044090,ortholog_one2one
Kcnj2,ENSMUSG00000041695,ENSG00000123700,ortholog_one2one
Col5a2,ENSMUSG00000026042,ENSG00000204262,ortholog_one2one
Kif3a,ENSMUSG00000018395,ENSG00000131437,ortholog_one2one
Cep44,ENSMUSG00000038215,ENSG00000164118,ortholog_one2one
Abhd14a,ENSMUSG00000042210,ENSG00000248487,ortholog_one2one
Sbf2,ENSMUSG00000038371,ENSG00000133812,ortholog_one2one
Rfxap,ENSMUSG00000036615,ENSG00000133111,ortholog_one2one
Sh3glb1,ENSMUSG00000037062,ENSG00000097033,ortholog_one2one
Lmf1,ENSMUSG00000002279,ENSG00000103227,ortholog_one2one
Pde1a,ENSMUSG00000059173,ENSG00000115252,ortholog_one2one
Retreg2,ENSMUSG00000049339,ENSG00000144567,ortholog_one2one
Magoh,ENSMUSG00000028609,ENSG00000162385,ortholog_one2one
Lrrc49,ENSMUSG00000047766,ENSG00000137821,ortholog_one2one
Rfxank,ENSMUSG00000036120,ENSG00000064490,ortholog_one2one
Sec61a2,ENSMUSG00000025816,ENSG00000065665,ortholog_one2one
Gng10,ENSMUSG00000038607,ENSG00000242616,ortholog_one2one
Efcab9,ENSMUSG00000044056,ENSG00000214360,ortholog_one2one
Slc45a3,ENSMUSG00000026435,ENSG00000158715,ortholog_one2one
Slc6a9,ENSMUSG00000028542,ENSG00000196517,ortholog_one2one
Chit1,ENSMUSG00000026450,ENSG00000133063,ortholog_one2one
C1rl,ENSMUSG00000038527,ENSG00000139178,ortholog_one2one
Slc25a19,ENSMUSG00000020744,ENSG00000125454,ortholog_one2one
Dyrk4,ENSMUSG00000030345,ENSG00000010219,ortholog_one2one
Apom,ENSMUSG00000024391,ENSG00000204444,ortholog_one2one
Nudt6,ENSMUSG00000050174,ENSG00000170917,ortholog_one2one
Smg7,ENSMUSG00000042772,ENSG00000116698,ortholog_one2one
Dnph1,ENSMUSG00000040658,ENSG00000112667,ortholog_one2one
Gse1,ENSMUSG00000031822,ENSG00000131149,ortholog_one2one
Lrrtm1,ENSMUSG00000060780,ENSG00000162951,ortholog_one2one
Spsb2,ENSMUSG00000038451,ENSG00000111671,ortholog_one2one
Akap8l,ENSMUSG00000002625,ENSG00000011243,ortholog_one2one
Mrpl53,ENSMUSG00000030037,ENSG00000204822,ortholog_one2one
Smo,ENSMUSG00000001761,ENSG00000128602,ortholog_one2one
Commd2,ENSMUSG00000036513,ENSG00000114744,ortholog_one2one
Me3,ENSMUSG00000030621,ENSG00000151376,ortholog_one2one
Nup210l,ENSMUSG00000027939,ENSG00000143552,ortholog_one2one
Or4f15,ENSMUSG00000109528,ENSG00000182854,ortholog_one2one
Alx4,ENSMUSG00000040310,ENSG00000052850,ortholog_one2one
Sugp1,ENSMUSG00000011306,ENSG00000105705,ortholog_one2one
Cacfd1,ENSMUSG00000015488,ENSG00000160325,ortholog_one2one
Nsg2,ENSMUSG00000020297,ENSG00000170091,ortholog_one2one
Afg2a,ENSMUSG00000027722,ENSG00000145375,ortholog_one2one
Tmem43,ENSMUSG00000030095,ENSG00000170876,ortholog_one2one
Pdk2,ENSMUSG00000038967,ENSG00000005882,ortholog_one2one
Azin2,ENSMUSG00000028789,ENSG00000142920,ortholog_one2one
Ifih1,ENSMUSG00000026896,ENSG00000115267,ortholog_one2one
Mgst1,ENSMUSG00000008540,ENSG00000008394,ortholog_one2one
Tmpo,ENSMUSG00000019961,ENSG00000120802,ortholog_one2one
Foxj2,ENSMUSG00000003154,ENSG00000065970,ortholog_one2one
Tmem97,ENSMUSG00000037278,ENSG00000109084,ortholog_one2one
Gipc1,ENSMUSG00000019433,ENSG00000123159,ortholog_one2one
Sorbs3,ENSMUSG00000022091,ENSG00000120896,ortholog_one2one
Slc13a4,ENSMUSG00000029843,ENSG00000164707,ortholog_one2one
Mymk,ENSMUSG00000009214,ENSG00000187616,ortholog_one2one
Dnaaf3,ENSMUSG00000055809,ENSG00000167646,ortholog_one2one
Sprtn,ENSMUSG00000031986,ENSG00000010072,ortholog_one2one
Nup205,ENSMUSG00000038759,ENSG00000155561,ortholog_one2one
Hsd3b7,ENSMUSG00000042289,ENSG00000099377,ortholog_one2one
Rps6kc1,ENSMUSG00000089872,ENSG00000136643,ortholog_one2one
Dennd2d,ENSMUSG00000027901,ENSG00000162777,ortholog_one2one
Rab4a,ENSMUSG00000019478,ENSG00000168118,ortholog_one2one
Fmnl2,ENSMUSG00000036053,ENSG00000157827,ortholog_one2one
Nup88,ENSMUSG00000040667,ENSG00000108559,ortholog_one2one
Dnajc16,ENSMUSG00000040697,ENSG00000116138,ortholog_one2one
Sypl2,ENSMUSG00000027887,ENSG00000143028,ortholog_one2one
Dazap1,ENSMUSG00000069565,ENSG00000071626,ortholog_one2one
Ooep,ENSMUSG00000032346,ENSG00000203907,ortholog_one2one
Shfl,ENSMUSG00000038884,ENSG00000130813,ortholog_one2one
Bcl3,ENSMUSG00000053175,ENSG00000069399,ortholog_one2one
Cylc2,ENSMUSG00000039555,ENSG00000155833,ortholog_one2one
Adamtsl4,ENSMUSG00000015850,ENSG00000143382,ortholog_one2one
Dll1,ENSMUSG00000014773,ENSG00000198719,ortholog_one2one
Slc35d1,ENSMUSG00000028521,ENSG00000116704,ortholog_one2one
Fcho1,ENSMUSG00000070000,ENSG00000130475,ortholog_one2one
Naa30,ENSMUSG00000036282,ENSG00000139977,ortholog_one2one
Mocs1,ENSMUSG00000064120,ENSG00000124615,ortholog_one2one
Syt5,ENSMUSG00000004961,ENSG00000129990,ortholog_one2one
Stam2,ENSMUSG00000055371,ENSG00000115145,ortholog_one2one
Usp54,ENSMUSG00000034235,ENSG00000166348,ortholog_one2one
Prdm16,ENSMUSG00000039410,ENSG00000142611,ortholog_one2one
C2cd3,ENSMUSG00000047248,ENSG00000168014,ortholog_one2one
Oaf,ENSMUSG00000032014,ENSG00000184232,ortholog_one2one
Tmem205,ENSMUSG00000040883,ENSG00000105518,ortholog_one2one
Cd2,ENSMUSG00000027863,ENSG00000116824,ortholog_one2one
Clec9a,ENSMUSG00000046080,ENSG00000197992,ortholog_one2one
Shc1,ENSMUSG00000042626,ENSG00000160691,ortholog_one2one
Grin2b,ENSMUSG00000030209,ENSG00000273079,ortholog_one2one
Mre11a,ENSMUSG00000031928,ENSG00000020922,ortholog_one2one
Lst1,ENSMUSG00000073412,ENSG00000204482,ortholog_one2one
Zbtb9,ENSMUSG00000079605,ENSG00000213588,ortholog_one2one
Yipf3,ENSMUSG00000071074,ENSG00000137207,ortholog_one2one
Btd,ENSMUSG00000021900,ENSG00000169814,ortholog_one2one
Rbpjl,ENSMUSG00000017007,ENSG00000124232,ortholog_one2one
Irak2,ENSMUSG00000060477,ENSG00000134070,ortholog_one2one
Sh3bp5,ENSMUSG00000021892,ENSG00000131370,ortholog_one2one
Gstt4,ENSMUSG00000009093,ENSG00000276950,ortholog_one2one
Eprs1,ENSMUSG00000026615,ENSG00000136628,ortholog_one2one
Chp1,ENSMUSG00000014077,ENSG00000187446,ortholog_one2one
Dmrtc2,ENSMUSG00000011349,ENSG00000142025,ortholog_one2one
Zup1,ENSMUSG00000039531,ENSG00000153975,ortholog_one2one
Schip1,ENSMUSG00000027777,ENSG00000151967,ortholog_one2one
Usp1,ENSMUSG00000028560,ENSG00000162607,ortholog_one2one
Nucb1,ENSMUSG00000030824,ENSG00000104805,ortholog_one2one
Mrpl14,ENSMUSG00000023939,ENSG00000180992,ortholog_one2one
Ajuba,ENSMUSG00000022178,ENSG00000129474,ortholog_one2one
Rab26,ENSMUSG00000079657,ENSG00000167964,ortholog_one2one
Hmgcl,ENSMUSG00000028672,ENSG00000117305,ortholog_one2one
Lama5,ENSMUSG00000015647,ENSG00000130702,ortholog_one2one
Stmn4,ENSMUSG00000022044,ENSG00000015592,ortholog_one2one
Pigf,ENSMUSG00000024145,ENSG00000151665,ortholog_one2one
Agk,ENSMUSG00000029916,ENSG00000006530,ortholog_one2one
Pex5l,ENSMUSG00000027674,ENSG00000114757,ortholog_one2one
Opcml,ENSMUSG00000062257,ENSG00000183715,ortholog_one2one
Ltb,ENSMUSG00000024399,ENSG00000227507,ortholog_one2one
Capn11,ENSMUSG00000058626,ENSG00000137225,ortholog_one2one
Amt,ENSMUSG00000032607,ENSG00000145020,ortholog_one2one
Slc35a1,ENSMUSG00000028293,ENSG00000164414,ortholog_one2one
Slc39a3,ENSMUSG00000046822,ENSG00000141873,ortholog_one2one
Slc22a7,ENSMUSG00000067144,ENSG00000137204,ortholog_one2one
Tln2,ENSMUSG00000052698,ENSG00000171914,ortholog_one2one
Dph3,ENSMUSG00000021905,ENSG00000154813,ortholog_one2one
Snx3,ENSMUSG00000019804,ENSG00000112335,ortholog_one2one
Safb2,ENSMUSG00000042625,ENSG00000130254,ortholog_one2one
Fbxl3,ENSMUSG00000022124,ENSG00000005812,ortholog_one2one
Snap25,ENSMUSG00000027273,ENSG00000132639,ortholog_one2one
Psip1,ENSMUSG00000028484,ENSG00000164985,ortholog_one2one
Pcmt1,ENSMUSG00000019795,ENSG00000120265,ortholog_one2one
Cpb1,ENSMUSG00000011463,ENSG00000153002,ortholog_one2one
Ggact,ENSMUSG00000041625,ENSG00000134864,ortholog_one2one
Lef1,ENSMUSG00000027985,ENSG00000138795,ortholog_one2one
Acin1,ENSMUSG00000022185,ENSG00000100813,ortholog_one2one
Klk5,ENSMUSG00000074155,ENSG00000167754,ortholog_one2one
Nek8,ENSMUSG00000017405,ENSG00000160602,ortholog_one2one
Psmc4,ENSMUSG00000030603,ENSG00000013275,ortholog_one2one
Neurod6,ENSMUSG00000037984,ENSG00000164600,ortholog_one2one
Creb5,ENSMUSG00000053007,ENSG00000146592,ortholog_one2one
Prdx2,ENSMUSG00000005161,ENSG00000167815,ortholog_one2one
Cdca3,ENSMUSG00000023505,ENSG00000111665,ortholog_one2one
Kbtbd3,ENSMUSG00000025893,ENSG00000182359,ortholog_one2one
Mpzl3,ENSMUSG00000070305,ENSG00000160588,ortholog_one2one
Psmd12,ENSMUSG00000020720,ENSG00000197170,ortholog_one2one
Mlh1,ENSMUSG00000032498,ENSG00000076242,ortholog_one2one
Vhl,ENSMUSG00000033933,ENSG00000189030,ortholog_one2one
Cldn11,ENSMUSG00000037625,ENSG00000013297,ortholog_one2one
Cd53,ENSMUSG00000040747,ENSG00000143119,ortholog_one2one
Adck2,ENSMUSG00000046947,ENSG00000133597,ortholog_one2one
Gcdh,ENSMUSG00000003809,ENSG00000105607,ortholog_one2one
Fabp4,ENSMUSG00000062515,ENSG00000170323,ortholog_one2one
Nr2c1,ENSMUSG00000005897,ENSG00000120798,ortholog_one2one
Fanci,ENSMUSG00000039187,ENSG00000140525,ortholog_one2one
Ermap,ENSMUSG00000028644,ENSG00000164010,ortholog_one2one
S100a8,ENSMUSG00000056054,ENSG00000143546,ortholog_one2one
Shf,ENSMUSG00000033256,ENSG00000138606,ortholog_one2one
Kcnh8,ENSMUSG00000035580,ENSG00000183960,ortholog_one2one
Scara5,ENSMUSG00000022032,ENSG00000168079,ortholog_one2one
Dennd2c,ENSMUSG00000007379,ENSG00000175984,ortholog_one2one
Prss21,ENSMUSG00000024116,ENSG00000007038,ortholog_one2one
Efcab12,ENSMUSG00000030321,ENSG00000172771,ortholog_one2one
Necap1,ENSMUSG00000030327,ENSG00000089818,ortholog_one2one
Dpp9,ENSMUSG00000001229,ENSG00000142002,ortholog_one2one
Ctdnep1,ENSMUSG00000018559,ENSG00000175826,ortholog_one2one
Adam18,ENSMUSG00000031552,ENSG00000168619,ortholog_one2one
Dydc1,ENSMUSG00000021790,ENSG00000170788,ortholog_one2one
Rbm45,ENSMUSG00000042369,ENSG00000155636,ortholog_one2one
Lats2,ENSMUSG00000021959,ENSG00000150457,ortholog_one2one
Czib,ENSMUSG00000028608,ENSG00000162384,ortholog_one2one
Lmod3,ENSMUSG00000044086,ENSG00000163380,ortholog_one2one
Casp2,ENSMUSG00000029863,ENSG00000106144,ortholog_one2one
Arl8a,ENSMUSG00000026426,ENSG00000143862,ortholog_one2one
Rab3a,ENSMUSG00000031840,ENSG00000105649,ortholog_one2one
Mpo,ENSMUSG00000009350,ENSG00000005381,ortholog_one2one
Pwp2,ENSMUSG00000032834,ENSG00000241945,ortholog_one2one
Tmem182,ENSMUSG00000079588,ENSG00000170417,ortholog_one2one
Stra8,ENSMUSG00000029848,ENSG00000146857,ortholog_one2one
Vat1l,ENSMUSG00000046844,ENSG00000171724,ortholog_one2one
Gprin2,ENSMUSG00000071531,ENSG00000204175,ortholog_one2one
Immp1l,ENSMUSG00000042670,ENSG00000148950,ortholog_one2one
Vxn,ENSMUSG00000067879,ENSG00000169085,ortholog_one2one
Gprin3,ENSMUSG00000045441,ENSG00000185477,ortholog_one2one
Dcp1a,ENSMUSG00000021962,ENSG00000272886,ortholog_one2one
Casd1,ENSMUSG00000015189,ENSG00000127995,ortholog_one2one
Unc5d,ENSMUSG00000063626,ENSG00000156687,ortholog_one2one
Cdc73,ENSMUSG00000026361,ENSG00000134371,ortholog_one2one
C2cd4c,ENSMUSG00000045912,ENSG00000183186,ortholog_one2one
Polr3c,ENSMUSG00000028099,ENSG00000186141,ortholog_one2one
Mknk2,ENSMUSG00000020190,ENSG00000099875,ortholog_one2one
Kat2a,ENSMUSG00000020918,ENSG00000108773,ortholog_one2one
Or2t1,ENSMUSG00000072707,ENSG00000175143,ortholog_one2one
Rab2b,ENSMUSG00000022159,ENSG00000129472,ortholog_one2one
Emc8,ENSMUSG00000031819,ENSG00000131148,ortholog_one2one
Rec114,ENSMUSG00000074269,ENSG00000183324,ortholog_one2one
Mmp21,ENSMUSG00000030981,ENSG00000154485,ortholog_one2one
Cdh19,ENSMUSG00000047216,ENSG00000071991,ortholog_one2one
Snapc3,ENSMUSG00000028483,ENSG00000164975,ortholog_one2one
Dennd2b,ENSMUSG00000031024,ENSG00000166444,ortholog_one2one
Cnot11,ENSMUSG00000003135,ENSG00000158435,ortholog_one2one
Fam240a,ENSMUSG00000096393,ENSG00000283473,ortholog_one2one
Ift88,ENSMUSG00000040040,ENSG00000032742,ortholog_one2one
Cdcp1,ENSMUSG00000035498,ENSG00000163814,ortholog_one2one
Plcg2,ENSMUSG00000034330,ENSG00000197943,ortholog_one2one
Dync1li1,ENSMUSG00000032435,ENSG00000144635,ortholog_one2one
Fam178b,ENSMUSG00000046337,ENSG00000168754,ortholog_one2one
Slc7a2,ENSMUSG00000031596,ENSG00000003989,ortholog_one2one
Tet2,ENSMUSG00000040943,ENSG00000168769,ortholog_one2one
Myd88,ENSMUSG00000032508,ENSG00000172936,ortholog_one2one
Arhgap1,ENSMUSG00000027247,ENSG00000175220,ortholog_one2one
Pwwp2b,ENSMUSG00000060260,ENSG00000171813,ortholog_one2one
Clec3b,ENSMUSG00000025784,ENSG00000163815,ortholog_one2one
Tagln,ENSMUSG00000032085,ENSG00000149591,ortholog_one2one
