"gene","3_38_F","3_39_F","3_10_M","3_11_M","3_8_M","3_9_M","18_46_F","18_47_F","18_45_M","18_53_M","24_58_M","24_59_M","24_60_M","24_61_M"
"Efcab9",0,0,0,0,150,0,0,0,0,0,0,0,0,0
"Efemp1",67478,47056,23848,16062,45430,8478,75526,73091,18495,53076,29557,19235,111706,117095
"Efemp2",14993,13957,12556,4875,18425,2146,18092,10577,18082,23441,27254,58132,16291,20063
"Efha1",1076,1404,798,958,2217,240,807,252,1601,1266,151,616,128,1210
"Efha2",1473,187,519,149,983,54,3516,5175,2190,596,5322,1610,1409,3598
"Efhb",0,0,132,0,16,0,0,0,9,0,0,62,0,171
"Efhc1",840,171,17,160,596,4,352,575,61,425,194,24,0,378
"Efhc2",0,0,0,0,0,0,0,0,0,0,0,0,0,19
"Efhd1",20999,9723,4242,3336,18119,601,24227,17049,5575,22921,8942,10111,12363,18004
"Efhd2",3041,5999,1014,1568,1954,760,5747,7949,3093,10608,1923,3375,8200,8278
"Efna1",1,1,331,218,417,88,0,2296,0,1,3742,240,1048,430
"Efna2",125,0,0,0,130,32,650,0,302,3,0,36,0,1434
"Efna3",0,8,1,0,0,0,0,0,0,0,0,0,0,0
"Efna4",0,0,0,0,7,23,0,600,0,0,831,0,0,0
"Efna5",1331,426,934,726,2024,58,1906,3970,981,316,1883,67,0,572
"Efnb1",181,703,375,60,765,0,51,627,386,81,1206,1732,1,72
"Efnb2",392,66,211,39,381,0,577,1222,17,104,537,75,396,954
"Efnb3",0,25,0,1,28,0,0,0,0,5,0,0,0,0
"Efr3a",6432,4893,1881,1322,8800,709,2302,3242,885,5151,1472,2030,3129,6613
"Efr3b",0,2,279,2,264,0,99,0,0,5,0,0,894,0
"Efs",1266,293,625,249,1662,43,1300,1993,974,1878,635,327,2026,2361
"Eftud1",624,9,261,298,1073,152,445,560,635,398,40,4,0,399
"Eftud2",1014,723,632,62,4139,361,786,1889,26,686,1641,76,583,1780
"Egf",0,1,0,0,0,0,1,0,0,13,11,0,0,3
"Egfbp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egfem1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egfl6",845,1962,503,0,1953,1,2039,4804,1745,0,361,432,1245,7909
"Egfl7",7,614,171,1,139,76,221,259,20,134,0,0,0,0
"Egfl8",0,0,0,292,1,47,29,0,0,0,0,0,129,1541
"Egflam",380,540,492,0,1085,0,0,155,0,45,57,0,0,53
"Egfr",17950,28373,7444,7731,50889,8883,11217,12741,20078,23876,17936,14714,14812,16685
"Egln1",111,438,550,1,609,289,469,266,1173,517,2993,229,382,373
"Egln2",3524,1062,1064,1,2118,217,3367,3882,413,5630,915,9210,1843,6788
"Egln3",0,0,0,0,94,0,554,23,0,0,0,0,242,0
"Egr1",88370,109139,55066,34067,157846,24279,151593,231762,132429,115847,152013,108745,223328,183435
"Egr2",3491,3167,2560,1423,10080,553,3609,6828,4425,1680,2482,2313,4185,3862
"Egr3",7,69,7,0,140,0,107,199,0,737,5,0,0,0
"Egr4",0,0,0,0,0,0,1,0,0,0,2,0,0,0
"Ehbp1",553,1153,379,148,1174,93,273,1009,797,119,808,167,244,857
"Ehbp1l1",1165,1404,1116,655,2840,286,1925,8228,9,354,2195,321,355,1644
"Ehd1",7897,10189,2212,1372,13061,1423,15510,14644,16677,16154,12239,4915,15999,8375
"Ehd2",7379,5482,8922,1828,25473,3260,5892,21360,10103,11577,4998,3044,7176,3706
"Ehd3",151,4,222,1001,584,2,532,19,0,11,0,284,0,906
"Ehd4",2700,1607,786,573,2683,450,4462,4218,9544,1168,9415,3017,4356,3358
"Ehf",0,0,0,0,2,0,0,0,0,0,954,0,0,1
"Ehhadh",3,3,0,0,370,0,256,3,18,7,117,0,207,5
"Ehmt1",461,196,157,527,1656,184,999,380,2255,5575,562,645,5223,791
"Ehmt2",1373,2194,487,817,2130,161,1283,1716,8071,449,2,1354,1265,1941
"Ei24",3398,2300,1748,948,3690,383,2663,3871,3962,2381,623,978,1808,3790
"Eid1",4545,1904,2306,2758,5748,500,2843,4607,4937,2846,6349,2027,4122,5015
"Eid2",233,0,340,320,1002,84,1143,395,50,640,1365,226,2134,84
"Eid2b",357,0,85,0,350,14,321,26,123,96,0,226,0,1
"Eid3",31,110,24,0,717,0,261,275,0,0,1387,32,512,0
"Eif1",39337,28317,13104,17877,46819,4973,60178,73091,67092,89861,106232,43731,76334,75393
"Eif1a",33929,30002,9292,6660,23052,2655,31413,45898,15658,11564,16505,18864,34221,36686
"Eif1ad",2121,2439,200,155,1564,59,1974,2111,2083,3878,4351,62,2774,1644
"Eif1ax",3778,3923,1564,907,3611,377,7498,4335,7108,6487,17407,7935,5005,4238
"Eif1b",3323,2509,1578,1371,2602,203,6847,3056,12482,2779,15051,15649,6365,4991
"Eif2a",2233,2500,704,1741,3305,169,2291,1218,318,638,732,135,802,869
"Eif2ak1",2033,484,1655,783,1953,230,140,722,4,379,234,63,416,1296
"Eif2ak2",1684,1802,733,907,3098,153,2529,818,300,722,5217,2415,1838,816
"Eif2ak3",12,29,407,13,2018,27,82,424,68,394,263,14,59,222
"Eif2ak4",345,510,9,0,532,6,783,282,465,106,0,0,850,344
"Eif2b1",2296,1467,667,449,1286,549,931,1354,5106,6065,1991,1833,4083,2503
"Eif2b2",1502,2565,922,702,1870,249,2938,2312,1932,1658,6492,385,3387,1695
"Eif2b3",1770,1038,1714,33,641,142,3975,2316,2698,3867,2700,9462,7003,611
"Eif2b4",1193,1963,1032,50,1370,298,2060,1691,20,1019,2791,100,959,376
"Eif2b5",1786,520,752,947,3438,77,1906,1800,707,1537,735,376,2645,1287
"Eif2c1",163,2,2,100,1306,252,371,86,357,42,297,151,754,502
"Eif2c2",300,378,348,17,1436,168,338,1149,2608,87,667,145,2900,465
"Eif2c3",576,1826,665,177,1387,40,686,445,736,13,2945,210,432,119
"Eif2c4",1,209,21,0,274,0,18,0,15,29,60,0,0,146
"Eif2d",2218,921,707,2,2292,92,1453,700,1007,1084,1090,3207,4207,3504
"Eif2s1",8960,6135,3566,1488,5286,495,10294,8156,4736,2332,6159,20381,28863,3682
"Eif2s2",5128,4266,1415,944,4292,575,5732,5825,15478,10485,9277,20919,4066,2708
"Eif2s3x",705,823,146,374,1203,45,882,1225,13,223,175,213,1176,605
"Eif2s3y",0,0,1777,385,3113,209,0,57,1527,1360,561,1616,1920,3314
"Eif3a",15158,12940,4604,2964,15325,1405,7058,10212,17424,4292,11980,8821,16984,8094
"Eif3b",4139,4397,5021,3758,6092,784,2605,8417,1067,2363,4098,3084,869,2926
"Eif3c",3980,6469,5067,556,7329,1201,6838,9066,18165,12626,8852,6730,4662,6001
"Eif3d",5321,4718,3796,1826,6510,1021,8734,10738,4031,8130,3867,5504,7855,9297
"Eif3e",16034,8426,3261,5689,8800,2011,18260,15238,13443,13369,17624,127709,20511,17374
"Eif3f",14147,10197,3815,3259,8391,1026,30955,18190,30325,27656,54477,28336,24177,28078
"Eif3g",9095,4405,1699,1372,4048,950,17073,9848,18202,17926,20411,49853,10093,9004
"Eif3h",12251,8549,3234,4228,9877,1451,20704,15664,16234,15342,29408,20406,26609,15354
"Eif3i",10117,3990,2552,5417,8946,762,13538,9157,27650,29428,39222,9216,18208,8638
"Eif3k",9235,5477,1824,3802,7618,572,12535,9523,44437,14540,38846,28013,11444,15915
"Eif3l",11430,8198,2651,3218,8952,1603,11484,8989,3149,9417,2978,221240,7361,9735
"Eif3m",7568,6333,1841,2174,4767,1174,13871,7233,6909,4001,15795,15034,17379,8291
"Eif4a1",14692,17939,5211,3928,24724,2996,27899,31870,15166,24646,20315,10269,39967,24312
"Eif4a2",4877,5462,3163,1015,9005,568,5597,12493,2193,1384,2181,12991,6665,3948
"Eif4a3",10008,6441,2836,1646,9909,988,15089,9852,14134,18984,9641,9270,12957,8135
"Eif4b",2929,2930,2155,997,7349,492,3711,4196,1496,638,4409,104970,3296,4892
"Eif4e",26373,22915,5603,8598,15296,2638,18272,34377,6110,9457,21634,6051,36622,34471
"Eif4e1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eif4e2",4779,4818,1978,3231,3395,606,6245,5828,6772,3140,10541,4952,3713,4010
"Eif4e3",4200,2253,696,1120,2546,177,5924,2836,11026,6469,8785,6252,5578,3200
"Eif4ebp1",2914,3608,2006,1344,2191,515,6275,4236,26950,9060,13986,16163,3840,3632
"Eif4ebp2",12,339,173,75,994,279,110,143,0,208,0,22,418,7
"Eif4ebp3",84,102,40,0,185,5,101,36,446,41,105,3,59,36
"Eif4enif1",474,250,872,262,1510,57,502,1157,0,1627,2165,2392,929,404
"Eif4g1",5517,8380,2592,3977,11481,1339,12038,17879,14557,4230,18124,8283,8865,13514
"Eif4g2",5447,4567,2775,1731,20421,942,5374,8997,6029,4809,6966,6484,5772,6217
"Eif4g3",1902,4501,1089,1029,7427,1625,5905,3536,2674,2382,11723,28736,7340,4797
"Eif4h",12703,7275,5130,1790,16002,1773,19185,19514,9858,7758,7100,2591,12693,16468
"Eif5",16958,15929,6628,4781,18479,1318,19933,16509,51651,39982,60144,82187,29611,14203
"Eif5a",78905,68535,18843,16700,44037,5263,137436,101956,137552,95610,246013,426676,192572,160869
"Eif5a2",80,13,152,78,552,139,8,173,0,1,4,0,664,98
"Eif5b",1914,1866,1450,832,2745,141,2164,3479,6571,4525,8605,1373,3145,2059
"Eif6",11497,15213,3773,4397,9538,936,21849,14254,21355,32304,37602,21804,24727,15125
"Elac1",352,0,371,31,959,12,25,763,0,0,135,0,0,790
"Elac2",37,871,636,1468,909,83,63,625,346,180,93,0,1080,135
"Elane",0,0,0,0,0,0,1,28,0,0,0,0,84,0
"Elavl1",2470,3183,2654,1961,8143,632,4044,7859,251,858,2343,2762,2232,1738
"Elavl2",0,0,0,0,19,0,2,0,0,0,0,0,0,0
"Elavl3",2,4,2,2,121,0,31,0,0,1,0,0,1,5
"Elavl4",0,2,0,0,1,0,0,0,2,0,0,0,0,0
"Elf1",4946,4533,2367,2532,13737,849,8814,4901,13800,3230,24286,5133,11843,11562
"Elf2",3130,1763,904,1117,5287,276,748,3258,2508,3258,3049,3017,1334,3174
"Elf3",6,1,1,0,0,0,0,0,0,0,1092,0,0,5
"Elf4",1256,1457,385,291,2270,186,1694,1256,561,966,729,1621,3170,1355
"Elf5",17,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elfn1",0,0,69,0,14,0,257,0,0,0,0,0,0,0
"Elfn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk1",302,222,103,33,1551,72,593,1658,0,569,0,0,180,9
"Elk3",87,15,115,67,593,20,187,241,73,632,30,80,125,556
"Elk4",1152,2537,533,720,3017,204,631,510,36,58,899,708,111,513
"Ell",1272,369,894,14,2259,234,989,725,532,576,2481,366,4471,3346
"Ell2",453,1389,248,768,2365,138,1749,2044,1155,824,2422,387,2396,1186
"Ell3",1,0,1,0,1,0,3,0,8,0,0,0,70,27
"Elmo1",65,230,452,28,1834,24,111,1343,137,477,235,180,477,499
"Elmo2",1247,322,1092,899,2258,206,682,2327,59,1726,336,783,2068,482
"Elmo3",2,0,0,0,0,1,0,0,0,0,40,0,0,466
"Elmod1",0,0,0,0,0,0,0,0,0,2,374,0,0,0
"Elmod2",116,277,367,43,1429,149,157,89,1493,214,1610,4,814,207
"Elmod3",869,136,634,544,1475,86,1293,1194,2235,355,3341,27,597,793
"Eln",3699,2719,1814,479,9409,792,2670,2872,3062,1526,5395,611,659,2024
"Elof1",1275,2003,408,348,1863,59,2390,1834,6389,9827,13608,8950,5930,3969
"Elovl1",9456,9695,2580,2468,8375,893,16602,9902,15294,21973,10840,249161,6299,11487
"Elovl2",0,0,0,0,2,0,0,0,0,19,0,0,0,0
"Elovl3",0,0,0,0,0,0,1,0,11,0,0,14,122,0
"Elovl4",1,108,144,234,319,2,33,58,0,21,2,0,0,3
"Elovl5",2554,1557,1470,564,2397,852,1372,1834,29,399,1124,845,746,1090
"Elovl6",1655,2877,891,368,4587,0,2619,2426,35,709,3765,631,1138,974
"Elovl7",59,74,0,63,1,0,3,21,0,8,0,0,0,138
"Elp2",545,765,898,948,3766,252,1665,1972,1343,231,7,28,1507,718
"Elp3",1300,2169,893,597,1691,176,26,936,1560,51,529,269,450,1374
"Elp4",1216,600,688,347,914,135,1913,289,7716,238,328,0,1045,0
"Eltd1",2,195,0,0,1,39,45,188,38,86,0,0,0,0
"Emb",1865,7399,1839,0,3087,10,7072,10427,11216,364,11675,11399,10663,7386
"Emcn",3,8,4,2,1,5,35,10,5,14,0,0,1,0
"Emd",3005,3784,1237,1611,2508,241,12943,9821,7380,3328,19668,137870,26469,14123
"Eme1",20,0,0,0,206,0,1,126,628,417,0,0,0,0
"Eme2",180,1676,216,0,0,50,209,427,0,136,0,0,0,0
"Emg1",6739,4582,2009,426,4209,520,5101,5599,4459,2925,8518,209464,9461,4100
"Emid1",2,251,184,0,0,2,0,267,3,453,9,0,0,363
"Emid2",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Emilin1",860,1667,3616,795,6523,590,1523,2830,1537,183,4036,1469,2503,1212
"Emilin2",7213,5775,5567,5643,25150,898,5666,14740,17609,4042,8503,4709,4608,7448
"Emilin3",0,78,0,0,391,61,0,0,18,0,0,0,0,0
"Eml1",945,902,1170,374,6117,425,425,2989,0,473,1625,451,692,465
"Eml2",751,453,1137,4,1216,57,1796,889,7,1780,0,933,1108,1435
"Eml3",291,606,618,441,2249,52,1040,1211,1275,570,1466,6,335,160
"Eml4",123,736,238,305,1018,270,671,1281,782,741,1879,466,260,985
"Eml5",1,31,3,39,376,0,14,24,14,0,0,66,61,98
"Eml6",334,16,203,80,762,25,325,668,204,1,7,0,897,168
"Emp1",49467,28215,17040,7386,66125,3457,62229,96896,22667,18495,30637,73043,48074,50172
"Emp2",2404,2971,1634,787,6449,824,6607,3238,14481,14139,15537,5340,5577,6786
"Emp3",26376,17573,8397,7449,26649,1986,35303,24325,121403,62246,88974,149189,17822,20464
"Emr1",4,1,0,0,0,0,1,0,31,5,0,0,0,0
"Emr4",1,0,0,0,0,0,9,0,0,0,0,0,0,0
"Emx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emx2",108,79,54,48,304,21,496,665,3,2405,1845,1365,1188,423
"Emx2os",377,354,13,0,201,197,292,20,520,78,0,1,799,142
"En1",197,227,24,46,378,23,802,438,184,31,58,113,268,302
"En2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enah",384,47,49,99,361,107,142,144,14,23,0,10,54,29
"Enam",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enc1",696,4233,2985,1,1352,146,1160,3938,1918,785,598,784,3042,4695
"Endod1",1789,404,730,700,4083,458,1559,1606,726,1930,0,383,45,1183
"Endog",508,211,239,137,576,101,1392,245,6034,2177,2321,13672,946,635
"Endou",160,74,35,0,3,0,8,0,1,0,211,0,0,1260
"Eng",2697,6038,3465,4755,11149,1115,7909,16814,1296,6213,6100,13609,6319,7924
"Engase",846,619,985,1157,3648,217,653,1540,0,97,1121,1090,2123,20
"Enho",397,0,132,0,380,25,2103,16,0,0,1044,1763,446,1219
"Enkur",302,228,0,0,206,2,0,1038,28,0,318,1,771,0
"Eno1",3520,1475,1090,550,1741,241,3799,2231,2820,2135,1820,25815,3536,2835
"Eno2",571,76,189,251,614,13,218,425,0,229,350,1471,0,1190
"Eno3",364,0,215,0,246,0,372,1147,33,694,0,24,1726,0
"Eno4",0,0,0,0,0,0,0,110,0,0,0,0,0,1
"Enoph1",1482,503,448,1133,765,46,479,612,103,633,566,0,1639,2479
"Enox",147,60,26,252,87,4,133,0,890,3,0,0,0,0
"Enox1",593,55,43,408,668,55,503,271,309,0,0,5261,983,476
"Enox2",326,686,42,1,665,19,239,387,2,49,2024,279,0,0
"Enpep",619,2057,944,470,3225,290,2035,3546,1810,1955,678,1235,783,569
"Enpp1",794,368,3,3,4132,240,1027,5014,436,168,2004,616,12,1886
"Enpp2",11499,13933,15819,8520,45422,6855,10837,39278,18577,3071,14173,5404,9344,13295
"Enpp3",707,818,134,414,3104,190,3035,3615,145,414,168,87,446,385
"Enpp4",502,1488,1200,252,5001,263,1086,1593,388,630,3401,65,5142,7690
"Enpp5",1312,2689,2189,1103,4793,565,1215,4135,44,205,3260,128,1272,1063
"Enpp6",2,175,0,0,0,71,5,0,0,1,0,0,425,0
"Enpp7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ensa",1713,1195,688,359,2253,360,2208,3489,41,6501,4320,1587,1104,326
"Enthd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entpd1",2265,537,870,435,1357,373,933,1258,393,280,61,580,2509,1316
"Entpd2",72747,35644,21431,11908,51960,6614,77290,69278,35297,70909,56642,48233,70164,94467
"Entpd3",0,0,0,0,1,0,0,0,0,0,29,0,0,0
"Entpd4",7,1,4,3,8,0,37,0,3,0,0,0,0,0
"Entpd5",812,1076,167,633,1022,174,655,350,349,2161,555,3,1473,570
"Entpd6",20,29,137,0,679,36,297,387,638,0,662,100,0,74
"Entpd7",47,12,36,270,294,36,110,81,203,55,160,0,140,251
"Entpd8",0,0,0,3,0,0,0,0,0,0,0,0,0,1
"Eny2",2542,2097,1066,423,2621,492,2624,2474,4139,11643,9913,2068,2630,1628
"Eomes",0,0,0,0,0,0,23,0,0,0,0,0,0,0
"Ep300",1339,1098,73,219,1536,115,1222,406,44,339,1142,970,119,770
"Ep400",1736,3120,754,1309,4078,425,1581,4561,1661,2409,1011,1372,1049,3456
"Epas1",448,828,507,67,1037,141,510,515,2812,643,2951,1692,5141,71
"Epb4.1",441,378,264,186,535,23,475,992,892,78,321,415,108,283
"Epb4.1l1",1773,1460,692,63,2504,361,2728,694,4811,401,2717,622,35,1183
"Epb4.1l2",6641,3602,2971,1659,17321,897,6969,10178,8151,4054,7573,5008,5792,5467
"Epb4.1l3",578,898,457,1412,3650,416,1048,2088,1835,381,2343,5781,514,2035
"Epb4.1l4a",25,26,0,4,238,61,0,204,0,1,0,96,0,70
"Epb4.1l4b",0,1,4,0,353,1,1,0,0,205,2836,0,1363,0
"Epb4.1l5",614,968,300,0,482,15,70,26,301,1,219,2534,1757,311
"Epb4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epb4.9",426,70,0,41,926,32,486,524,7,193,0,0,0,80
"Epc1",456,710,28,496,2278,460,921,350,2002,450,4721,318,776,1004
"Epc2",575,484,68,12,953,127,359,180,267,1103,1360,721,104,264
"Epcam",11,6,2,0,1,2,0,0,0,0,607,0,50,11
"Epdr1",7021,2043,1466,3499,3520,1021,8679,6260,1228,4560,1136,174,3948,2657
"Epgn",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epha1",380,395,304,7,1945,13,837,1284,248,1531,170,94,951,481
"Epha10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epha2",0,0,105,10,147,0,0,268,0,19,211,0,0,1
"Epha3",31,100,280,0,1252,8,1,213,0,83,45,557,85,0
"Epha4",271,208,43,256,1565,0,262,485,1490,74,2239,582,1847,561
"Epha5",0,0,0,0,43,1,0,0,0,0,0,0,0,0
"Epha6",0,0,0,0,0,0,0,0,7,0,0,0,0,0
"Epha7",0,0,0,0,810,0,0,332,0,1,0,0,0,0
"Epha8",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ephb1",0,0,0,27,1,0,0,0,0,0,0,0,0,0
"Ephb2",22,103,158,0,634,11,59,88,1032,0,84,0,0,108
"Ephb3",12,0,608,0,469,0,997,743,0,211,4390,1982,2516,974
"Ephb4",330,13,96,0,1288,231,246,1133,1212,172,0,65,690,7
"Ephb6",44,191,7,0,425,260,379,641,0,2,344,146,64,814
"Ephx1",22839,10346,5390,3877,20474,2710,29960,17095,24664,13205,30048,170705,20569,18825
"Ephx2",858,459,0,0,558,0,274,564,0,65,63,0,0,0
"Ephx3",3,446,0,0,153,0,0,296,0,4,0,0,26,14
"Ephx4",753,124,119,398,635,24,698,462,87,1594,2,41,323,721
"Epm2a",21,0,17,82,0,2,0,134,0,0,244,30,0,0
"Epm2aip1",419,806,246,108,1092,0,3,304,633,0,213,17,193,342
"Epn1",185,400,10,178,222,3,225,52,2,29,650,1364,0,355
"Epn2",1757,1839,2259,895,4405,115,2105,3259,656,1162,3551,486,1230,1727
"Epn3",0,0,1,0,0,0,0,0,0,0,54,0,0,0
"Epo",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epor",0,0,0,0,5,0,0,62,0,0,0,0,0,0
"Eppk1",0,1,2,0,424,2,0,6,3,315,268,153,74,0
"Eprs",7589,10515,3454,3216,10175,1353,9643,6541,22039,7313,12659,4460,12180,6378
"Eps15",1392,1229,932,715,5067,287,2253,4854,2099,943,1645,2878,607,924
"Eps15l1",275,263,680,273,1284,57,554,1445,42,296,2352,98,177,605
"Eps8",5128,3623,1463,507,8037,529,7155,4608,11532,1541,20584,9478,7497,6275
"Eps8l1",0,131,101,2,392,2,70,206,0,202,698,3,95,0
"Eps8l2",0,0,0,0,0,85,0,54,0,0,129,0,0,0
"Eps8l3",0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Epsti1",1,3,0,0,2,0,5,118,13,7,0,0,8,0
"Ept1",214,107,411,331,575,411,19,172,18,125,0,1682,333,237
"Epx",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epyc",1636,0,0,0,0,0,0,0,0,0,0,8,0,0
"Eral1",815,875,37,181,1618,66,1789,1757,762,1149,605,666,1097,364
"Erap1",191,751,1703,727,4151,521,949,864,1,260,405,117,304,1088
"Eras",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Erbb2",404,278,443,0,619,7,561,490,0,1836,1,47,1068,226
"Erbb2ip",1204,1858,307,803,4620,352,204,652,1073,841,1878,1738,402,699
"Erbb3",0,0,0,0,219,0,28,0,4,0,0,0,0,0
"Erbb4",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Erc1",871,945,328,1089,2768,394,1619,1539,888,315,1017,72,563,1770
"Erc2",0,0,0,0,0,0,0,11,0,0,0,124,29,0
"Ercc1",3303,1704,764,0,789,145,5009,2143,7036,697,12027,16537,5789,1452
"Ercc2",0,1,113,0,322,29,253,430,0,13,38,3,70,0
"Ercc3",1115,206,148,0,1394,152,692,622,14,196,60,11,7,418
"Ercc4",352,0,781,0,543,8,481,90,412,390,1510,3201,569,357
"Ercc5",219,471,379,200,1073,152,518,394,68,65,1366,138,170,711
"Ercc6",216,14,0,420,109,17,0,143,1,1,624,1,428,2
"Ercc6l",1,0,6,0,0,0,0,19,0,1,0,0,0,4
"Ercc8",380,333,0,0,105,94,686,154,65,253,1825,0,0,0
"Erdr1",2098,861,374,253,631,94,2830,1681,2709,4791,423,848,3755,1667
"Ereg",1,0,0,0,59,0,195,0,0,0,0,0,0,0
"Erf",2415,1662,320,168,2512,195,7542,1329,3931,21132,3756,1534,2901,2968
"Erg",0,1,0,0,0,0,9,101,40,0,0,0,0,0
"Ergic1",6288,4334,4754,2411,15498,1497,10152,9009,4503,20067,10302,4270,9730,7740
"Ergic2",6650,5211,1611,1416,5872,1197,6326,4772,3567,2618,3497,2941,6840,2053
"Ergic3",23607,19047,7646,5308,16777,2162,22424,24309,37942,32787,66514,193332,33350,34779
"Erh",3118,3266,1347,1061,2599,228,3817,4200,5015,17014,15670,4784,3648,3717
"Eri1",784,1271,524,666,3515,249,1082,1637,68,3839,1006,298,1818,0
"Eri2",0,0,6,0,174,0,1,5,0,0,0,0,0,64
"Eri3",3838,5408,2023,1569,5033,429,7803,9108,17393,9835,14548,5829,8687,14353
"Erich1",208,136,290,112,199,10,837,387,1370,522,3921,66,940,807
"Erlec1",1317,559,653,690,1653,266,1217,540,3384,844,1654,2779,650,1565
"Erlin1",344,472,390,106,1616,386,822,1274,32,1564,257,0,450,94
"Erlin2",1314,380,465,448,1490,37,35,1031,1744,993,469,77,488,790
"Ermap",0,0,531,0,0,0,0,64,0,0,0,0,0,0
"Ermn",0,0,1,3,0,1,0,0,0,0,0,10,0,0
"Ermp1",300,571,384,747,2026,73,48,940,1310,433,1317,67,160,248
"Ern1",363,106,34,1,188,58,2,184,0,0,101,18,713,676
"Ern2",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ero1l",3527,2138,160,556,2172,233,878,1390,1963,657,1592,862,2416,1644
"Ero1lb",555,0,396,0,609,15,314,542,1132,15,1882,0,864,252
"Erp27",0,119,0,0,50,0,7,2,0,0,0,0,0,0
"Erp29",8345,6401,2208,3174,6322,594,8010,6107,19209,14188,23059,6666,9226,4992
"Erp44",11998,6955,5869,2094,12814,1055,13882,9057,2182,4749,3152,36377,11436,8249
"Errfi1",36063,66859,38083,31311,159828,12455,29236,117999,63067,23985,69013,37871,40985,63358
"Erv3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esam",9,2056,255,220,394,448,131,91,74,80,83,5,1,0
"Esco1",693,239,2,1,659,101,336,188,532,109,701,465,2589,104
"Esco2",0,0,377,0,80,0,0,7,0,0,0,0,0,0
"Esd",11491,7853,3614,2764,7087,1533,16287,7807,17493,16584,29250,86673,15031,7204
"Esf1",592,1213,464,138,912,37,837,1194,228,2310,2900,952,606,1100
"Esm1",0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Esp24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esp38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Espl1",0,0,200,488,401,1,0,0,0,0,0,0,0,0
"Espn",63,269,0,0,69,3,46,574,0,0,225,111,1321,681
"Espnl",0,0,7,0,96,0,0,0,0,0,0,0,0,0
"Esr1",554,284,316,88,2592,121,213,887,191,6522,218,2,281,366
"Esr2",0,0,0,0,0,0,0,0,0,59,0,0,0,0
"Esrp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esrp2",0,0,2,0,0,1,0,0,0,0,0,0,0,14
"Esrra",203,0,52,5,763,19,77,1505,1103,419,20,66,0,258
"Esrrb",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esrrg",1,0,0,0,45,0,0,96,0,0,0,0,0,0
"Esx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esyt1",2027,2214,2674,407,11615,259,1468,7311,2626,5252,2720,332,1429,1359
"Esyt2",1455,2011,1279,651,8436,303,2184,6753,308,1616,1631,340,784,2229
"Esyt3",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Etaa1",0,0,0,146,12,0,0,20,0,142,0,0,0,19
"Etd",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etf1",12262,10287,3341,3044,12137,1318,10315,12771,7309,6583,10425,2894,15122,9957
"Etfa",15806,8761,2735,4210,9829,970,19285,13892,22082,11257,24323,14282,13259,14110
"Etfb",6818,6226,2701,1946,5738,1423,8955,11587,25838,20788,29681,15605,9412,9285
"Etfdh",2842,1554,1202,435,1957,417,2031,3674,5241,200,1981,837,659,3008
"Ethe1",1495,2828,461,281,1230,292,4178,3294,4073,2796,8378,2243,4758,5095
"Etl4",209,498,8,33,233,0,320,708,676,7,349,13,82,60
"Etnk1",717,398,308,658,3853,135,918,743,1588,174,642,487,658,556
"Etnk2",168,446,51,448,0,7,321,242,0,29,0,360,136,771
"Etohd2",317,287,15,444,993,227,14,91,3,269,58,252,0,284
"Etohi1",234,3,15,58,99,0,19,488,138,60,713,38,342,0
"Ets1",3804,4094,2908,1333,9423,598,2466,14052,3724,3218,3799,795,4997,2547
"Ets2",3727,5100,1767,1903,11194,1210,4900,12746,3367,1602,6049,949,8173,3352
"Etv1",677,86,746,400,1339,262,381,1581,0,42,638,151,256,398
"Etv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
